R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
NP_001005528.1	-1.31353069175604	0.0754260410418299	-1.03864981543637	-1.20224675997914	-0.924828090588305	-0.790992590362646	-0.55868736638713	-0.410844883821999	0.0727829570133597	0.39350233875252	-1.65269630975065	-1.07677197558742	-1.24772735769722	-0.331667764426915	-0.225852132204673	-0.166506059444364	-0.829863128937146	-0.406821868204049
NP_001005529.1	-0.31926680174435	-0.120355327400585	-0.437325117791378	-0.223309909928342	-0.538370314985765	-0.797011073003598	-0.531252030060708	-0.461810849266512	-0.0603594865862165	-0.318173690181512	-0.887259468181766	-0.431893952274945	-0.903600146893697	-0.204643907029372	-0.363469323153916	-0.351730907850089	-0.71147747405027	-0.470150064232503
NP_001005534.1	1.0696342825487	-0.0161859183039832	-0.445223123016175	0.00435447763615816	-0.214117834965939	-1.35091446656193	-1.01435905393677	-1.13096154595107	-0.683769309196855	-0.412401584573193	-0.450114490324447	-0.589243049282093	-1.1957751533689	-0.32603438641764	-0.223793210530757	-0.584064541844596	-1.27822240193801	-1.04517451588232
NP_001005536.1	-0.00473615120853428	-0.0676881566231116	-0.344693609517675	0.0274823450782098	-0.265705072322433	-0.884322361253259	-0.297875940267789	-0.150834585918466	-0.375382895731002	-0.428871058314159	-1.54330727696934	-0.856786970193755	-1.18092712244373	-0.707357732827459	-0.847748829501811	0.112063235857249	-1.97264108422363	-0.703496281351945
NP_001005539.1	-0.357715763644098	-0.166614293614567	-0.582631116380584	-0.183768464523288	-0.576553508364653	-0.745240049871132	-0.177380071583304	-0.390669034569053	-0.310979463447232	-0.39512548241077	-1.02949082040632	-0.575224145171199	-1.06410458152966	-0.424486049086068	-0.771215751834972	-0.0555664568533074	-1.38985541459944	-0.728569298998266
NP_001005540.1	-0.266638779217182	-0.153052821549793	-0.494177864433731	-0.315236266003682	-0.413602415616995	-0.886769429505274	-0.58231582788941	-0.581133818614745	-0.0463284628581361	-0.403110960048147	-1.01011542701098	-0.577948236428327	-0.990356240560072	-0.328143586265002	-0.334570800335687	-0.499466888000642	-0.876263520124889	-0.492905984999291
NP_001005541.1	-0.0108687554742433	-0.0457548658802134	-0.286595383593354	-0.0154184383723606	-0.292185678512012	-0.762391545125685	-0.217843099276185	-0.0238610566705715	-0.543302978501843	-0.497531133532437	-1.41840537087805	-0.79421207628239	-1.28798037323983	-0.546417854012035	-0.916603189092547	-0.0795137051744872	-1.21585340683704	-0.92643292107932
NP_001005545.1	-0.26216690553175	-0.249584982508644	-0.444516132280436	-0.290779752607573	-0.467102648243584	-0.856448810066304	-0.610744339073085	-0.47726097937584	-0.0582117082464454	-0.225531767498457	-0.963301622220587	-0.635290912950989	-0.995864109833959	-0.405957472347104	-0.35860863081122	-0.268217856743654	-0.790335888341468	-0.407110955989106
NP_001005550.1	-0.18186605901064	-0.287389527329846	-0.643893071876539	-0.227849347820197	-0.466318057378397	-0.706078922118219	-0.569145793140269	-0.373139924703103	-0.0598746971874113	-1.00066161404954	-0.868340630931972	-0.626112320741262	-0.773286361327438	0.123397191227571	-0.223400640985575	-0.089245436904956	-0.665902496666733	-0.443673337615378
NP_001005553.1	-0.0746138433019648	-0.235972436905941	-0.634135552083814	-0.375458967341182	-0.669714422167948	-1.26016079782638	-0.588867352705654	-0.319765144392748	0.128919741076907	-0.411362568402893	-1.08522487938395	-0.771604435738305	-1.03388342586013	-0.551481567265657	-0.465237079449406	-0.310269105759839	-0.883466576109412	-0.592679231827866
NP_001005554.1	0.128587126936449	-0.360688341348361	-0.5598154187247	-0.0892742250383188	-0.285021759737665	-0.514581727870667	-0.528657682029562	-0.246517242031272	0.00739502346563465	-0.615885070471198	-0.755762387973187	-0.710171679976939	-1.11431256189473	-0.0605223648592255	-0.222479098441048	-0.33212420354713	-0.57537536409168	-0.318345056228423
NP_001005555.1	-0.244984985447017	-0.144654221249561	-0.54046035826767	-0.310569074109112	-0.53231399675744	-0.939082129835086	-0.45425528390137	-0.634591706376334	-0.214225003631337	-0.213432174491413	-0.931951974844041	-0.538959126711646	-0.935830656325582	-0.223310236357051	-0.381722327516634	-0.474455588729102	-0.767505960530013	-0.507052696072738
NP_001005556.1	0.0734663801582695	-0.150279573895308	-0.434115493170911	-0.150656025657143	-0.203012020593323	-0.725217544220234	-0.505760157497623	-0.14524380807189	-0.314199441244475	-0.754157905338478	-1.04634242866703	-0.798313833845873	-0.963447006261175	-0.430862699085636	-0.513815301215997	-0.207642718659223	-1.00593399670464	-0.504059901379547
NP_001005761.1	-0.511605900975974	-0.121570987618735	-0.37832666297053	-0.21990682279781	-0.386148936869177	-0.8945666732876	-0.634615261796783	-0.485952817591189	-0.0944372595813881	-0.251044928796444	-1.07769516376518	-0.453362348579694	-1.00421738583137	-0.336178997669398	-0.344504258365128	-0.355843642563014	-0.629081871968504	-0.533960301068923
NP_001005762.1	-0.0979373421647576	-0.221981697569614	-0.560518392131897	-0.251117260714869	-0.491342232480849	-0.763102560661714	-0.42099390206342	-0.460405391468236	-0.143869416000969	-0.158405259050518	-0.664755141256724	-0.669189952712062	-0.998104733591021	-0.0759529580311154	-0.272621119597882	-0.426131239243876	-0.653255935618567	-0.35599751209952
NP_001005765.1	-0.0418300706452472	-0.306320761084755	-0.596659355667497	0.0115988057509709	-0.350748577508739	-1.05264567192823	-0.727174857336078	-0.579061489780784	-0.0544975765731484	-0.562429739762537	-0.924476161808185	-0.495611488629388	-1.20506311410403	-0.07431409643729	-0.399948340278452	-0.222434857705039	-0.631078677590623	-0.488615779330034
NP_001005875.1	-0.347414868516251	-0.0977684877077295	-0.44574820224683	-0.282451815894669	-0.457298057069673	-0.832411851386006	-0.539326956630429	-0.336549483974699	-0.0922474871329745	-0.211742017332113	-1.00413137932648	-0.531527552290853	-0.953072781036049	-0.397038754143482	-0.332503576425908	-0.382087587276365	-0.821200735518197	-0.467867614645353
NP_001005876.1	-0.325183227057511	-0.180427416190263	-0.320658477385927	-0.256522476561526	-0.543964744019983	-0.771027707584599	-0.621977570614958	-0.603599010604818	-0.189825466217525	-0.0514380547138325	-1.10302201313695	-0.516986346047805	-1.11094992905208	-0.619909065205837	-0.356502193628896	-0.398407586165168	-0.867885578200076	-0.484551247824664
NP_001005879.1	-0.289263046817887	-0.294319586465318	-0.537444391626296	-0.408326188873294	-0.48650767418468	-0.791893111777161	-0.471551589650241	-0.523916900334615	-0.0947716727385101	-0.216181963050459	-0.866349234989152	-0.56432283716425	-0.964941953553966	-0.287260435252688	-0.532911378001039	-0.297537967490983	-0.637345212634628	-0.470007638537962
NP_001005884.1	-0.0680000343121973	-0.355391580097814	-0.655945450065501	-0.211895532573764	-0.422132946808107	-0.742309220637285	-0.665296096263151	-0.433517318194748	-0.237440344471513	-1.26691282273742	-0.919862260747994	-0.743954655216148	-0.773737759214543	0.191184117952152	-0.302317082730287	-0.238079514438521	-0.547413019970759	-0.525802968526246
NP_001005887.1	-0.05859385836272	-0.327302012814595	-0.664537233032621	-0.417052425050003	-0.629144523164327	-0.777670303923873	-0.610665526664873	-0.489238633397813	-0.0503819051996592	-0.439961074791793	-0.744420551132041	-0.70138972366401	-1.03157282039285	-0.223365548288058	-0.22174273301271	-0.443671350704362	-0.677169892663361	-0.466305631536112
NP_001005889.2	-0.166660318780039	-0.0680134540482622	-0.351896222744757	-0.202034377807283	-0.389838596779696	-0.748602326330643	-0.410611807208051	-0.280644469506043	-0.214061402335379	-0.386679530256139	-1.01314685197177	-0.506651095683298	-1.07631012448451	-0.589732030565145	-0.490600433535495	-0.176530787825036	-1.08950136084236	-0.588552266561099
NP_001005895.2	0.425992806166929	0.0810034467863793	-0.350806720528857	0.115625590900849	-0.193493722339322	NA	NA	NA	NA	0.173769851864235	-0.794984290112139	-0.18773692939977	-0.971646280665881	NA	NA	NA	NA	NA
NP_001005905.1	-0.284291753476574	-0.107659383316295	-0.408326048463158	-0.317676067539266	-0.484542499131589	-0.818153820932314	-0.582765847016497	-0.414653876211349	-0.000591664688687364	-0.219732453988113	-0.860837714121832	-0.546660974253193	-0.949896493510215	-0.221414484827517	-0.261532978227178	-0.34384810691472	-0.766582523204135	-0.455628096757562
NP_001005907.1	-0.373669537100977	-0.190351739850041	-0.637209842592503	0.233009792969201	-0.610524558439993	-1.01002588528948	-0.149565499913097	-0.98730308459473	-0.192657463213009	0.661370373867179	-0.825333242242288	-1.00160622749129	-1.28814582460764	-0.14605510984338	-0.34650083002278	-0.516267776469371	-0.767713808641831	-0.465417430030166
NP_001006955.1	-0.0624861687877638	-0.102166332615691	-0.50559911669324	-0.229093524814653	-0.53262760024173	-0.90569025691696	-0.56797164966185	-0.552207877599157	-0.15477315756424	-0.460658032791666	-0.87794840432988	-0.567361494820166	-0.9460619711709	-0.173761082148582	-0.363394876102067	-0.286005972161733	-0.762888803870498	-0.445032160245989
NP_001006957.1	-0.086578986288749	-0.191962295278485	-0.35361734125682	0.0153581468601644	-0.344152944212297	-0.978350975862357	-0.553668696081367	-0.416825042171979	-0.0528325998608667	-0.17423614115135	-0.585295094930919	-0.238086692889007	-0.617680826330924	-0.152415540879507	-0.283670401986151	-0.162003032311619	-0.740957193267817	-0.201462033278786
NP_001006958.1	-0.243548023779494	-0.167674648941453	-0.511475093678415	-0.32639584319836	-0.585447772181912	-0.910651014202518	-0.503869151130451	-0.529960301691951	-0.15489769988623	-0.0720772890554291	-0.948313803342461	-0.655705907572456	-1.02924459502424	-0.218603206635121	-0.286576854276338	-0.501569473398506	-0.718106297204724	-0.597838775347008
NP_001006961.1	1.0423941040916	-0.481201916012709	-0.793734821145048	0.0824700529128022	-0.532512855245221	NA	NA	NA	NA	-0.612097962136536	-0.273922378193247	-1.34038113290357	-1.51227466166131	NA	NA	NA	NA	NA
NP_001006965.1	-0.284551170358678	-0.115647117627425	-0.422319859273145	-0.283268045356478	-0.378549606251226	-0.752645314536308	-0.644244430394769	-0.476373364962998	-0.186662379789713	-0.283497689672735	-1.00738375470349	-0.556618855578168	-1.08267800884373	-0.356302849085445	-0.488964992697192	-0.224712349926548	-0.866984690126048	-0.289562960396872
NP_001006966.1	-0.139902257881036	-0.455799236535881	-0.708928855549641	-0.160445660684224	-0.521172605879989	-0.638532936806655	-0.390034033793514	-0.47759539894772	-0.116721166723348	-0.772784025086468	-0.980401330841286	-0.692946187810639	-0.86284220729599	0.241881206908118	-0.147086934038816	-0.428442882725325	-0.522521934982766	-0.471853242860882
NP_001006967.1	-0.123169995980468	-0.192648396651417	-0.57262920213308	-0.263645359715646	-0.44360520582066	-0.717228189239602	-0.578535458609756	-0.264263827181295	-0.161824761347869	-0.95090118572108	-0.922947651048676	-0.56527943310772	-0.725997492654219	-0.37598717268999	-0.209859160240557	0.0474864737042508	-0.987502206878069	-0.372799404246108
NP_001006968.1	-0.120435660622072	-0.0861194444914874	-0.500725621354445	-0.272657472519011	-0.464644751291269	-0.725125258440176	-0.522585293521942	-0.335527604016337	-0.0098800592491384	-0.447013212477279	-0.92489748250889	-0.600064861647516	-0.881906682577177	-0.0958889004064776	-0.252358143983762	-0.302356164222917	-0.694472838903076	-0.41377733831766
NP_001006971.1	0.105717607932773	-0.344466513329661	-0.721686277974154	-0.178289862349026	-0.528373507901931	-0.761039128822716	-0.457679087900826	-0.6364107582184	-0.315259833981084	-1.07784222801555	-0.86476308275768	-0.80496175592812	-0.756875881340573	0.289716031833565	-0.338712016522915	-0.457253754889019	-0.642603832507938	-0.560707908983824
NP_001006973.1	-0.335677096152852	-0.309776995712591	-0.689408010819979	-0.458576273867561	-0.561469752099332	-0.710470925040065	-0.442260487634785	-0.294409464389925	-0.02992130206253	-1.21113102882068	-0.742871746985848	-0.552967041786932	-0.648057567662115	0.0329718903069456	-0.211635703623765	-0.184361607011973	-0.823995735063138	-0.435879808631022
NP_001006979.1	-0.246684058377218	-0.269857693463802	-0.455979172783886	0.0906315794645761	-0.542614817606219	-0.765646516276809	-0.48826526731308	-0.371103349489163	-0.106682424620155	-0.191045886908765	-1.06645180110765	-0.726686078736091	-1.09119767344929	-0.383215834544799	-0.486047072568964	-0.287212362707637	-0.966973529789827	-0.511995679624878
NP_001006981.1	-0.0866158693291889	-0.261118426520722	-0.475457134335983	-0.206249238903479	-0.380424995528851	-0.8651653447359	-0.764668078141404	-0.305332063123881	-0.311277336347518	-0.741264463103682	-1.13683328258865	-0.587276027349196	-1.0198599671956	-0.26717508572031	-0.520319329357241	-0.233914198432533	-0.804062569757705	-0.662895121098106
NP_001006982.2	-0.0548226510553985	-0.236047517856801	-0.628396155007283	-0.175095603720674	-0.465768182591177	-0.619932738644493	-0.47823164820049	-0.320361754473058	-0.158505894989149	-0.957810078099808	-0.934578137295743	-0.645184700282521	-0.795132729592688	-0.0721583975208704	-0.305493004508566	-0.0496624244596069	-0.964891635074879	-0.450245069854289
NP_001006986.1	-0.144635489049206	-0.190720574519749	-0.614792809921626	-0.309774098122498	-0.405796306372148	-0.733307594773972	-0.511720682715497	-0.418853109666913	0.0398552524731209	-0.678509837584951	-0.75719735203103	-0.496244951379877	-0.763933620766871	0.0943181772230212	-0.212040696553088	-0.100591789969418	-0.680491805951831	-0.450487244706896
NP_001006987.1	-0.13113883139191	-0.28748860578166	-0.716091295117828	-0.258512110356879	-0.500225592384175	-0.672879089914577	-0.456434666708663	-0.44325349661722	-0.0783327303746585	-0.711507620448599	-1.0197068910876	-0.620825162840289	-0.864838158862307	-0.29326070070836	-0.397009139448207	-0.0505221219062417	-0.840003720907257	-0.0872022494225506
NP_001006992.1	0.110189045693903	-0.0989916170450167	-0.374755788665869	-0.249873281320702	-0.411842273635161	-0.843288408376112	-0.595586669725156	-0.432265183167018	-0.155525403410475	-0.148996028922435	-0.711005294523365	-0.584317607366161	-1.14111648487715	-0.522750331914454	-0.464314565324585	-0.185366649111536	-0.991312863934989	-0.515623106162514
NP_001006993.1	-0.341174887067043	-0.0531642051653469	-0.652060851755086	-0.293861905227941	-0.797064918742472	-1.23959902624044	0.165531182175978	-0.6981985228878	0.0685126504846013	0.434911679432459	-0.609469131944311	-0.616817898615579	-1.21859910999859	-0.440479080115555	-0.508751720830653	-0.488333498126671	-0.944948113915053	-0.36872080619435
NP_001006994.1	-0.0603413664837097	-0.230580579342434	-0.548367653308629	0.0943354897950069	-0.185058013165478	-1.00639402784524	-0.489430650469948	-0.596148941627805	-0.126984368779329	-0.680130436773639	-0.863320733857344	-0.605212475168047	-0.8431724318572	0.167764142604769	-0.467478921408782	-0.303434137921524	-0.637162697306853	-0.328081156653111
NP_001006996.1	-0.367448441953158	-0.107582431070609	-0.521270219586365	-0.287979292828782	-0.442641643699784	-0.722601720930338	-0.530625586087476	-0.668864950784482	-0.149726741684395	0.296288702524847	-0.733250240382663	-0.423968868223908	-0.924497465251325	-0.0461894700919473	-0.427034498648119	-0.517046954052244	-0.109028281648219	-0.566706802149403
NP_001006997.1	0.12347584953931	-0.117859179694116	-0.531432116173003	-0.0103063147327977	-0.292310698884289	-0.824078088342611	-0.461507914713271	-0.668278965836883	-0.609583654137342	-0.33591166019625	-0.941502323983542	-0.643726030499945	-1.22874749584943	0.721372082344037	-0.553075322931294	-0.880473100172674	-0.190880754297728	-0.813425132652314
NP_001007000.1	-0.217845950100604	-0.0677694325082455	-0.310496848676044	-0.0916916944980471	-0.39856842327952	-0.843141104005566	-0.688814513268955	-0.346180744705806	-0.294895173924998	-0.165406582253533	-0.836608017483708	-0.401196282670808	-0.8887904267616	-0.178057902753868	-0.416722649195041	-0.25168979718816	-0.560656508060718	-0.206025446646111
NP_001007004.1	0.0528700147590269	-0.0814539444861921	-0.624991985826904	-0.161940701666052	-0.567329417382862	-0.912315125356521	-0.601568982921261	-0.587146186670874	-0.189317359647231	-0.178298666369821	-1.11659365854247	-0.421702009640872	-1.34974808356953	0.188920230128007	-0.514211419470691	-0.327905634733159	-0.586834237779262	-0.563530074987799
NP_001007005.1	-0.423992817835711	-0.239554665949047	-0.519332803203055	-0.314416774540859	-0.584963361053143	-0.776308088505734	-0.5027327784167	-0.448508085604981	-0.0140226093881899	-0.371495279927704	-1.06421254963039	-0.6188107891932	-1.04227649565372	-0.0622721522659293	-0.158151904389979	-0.243539128436272	-0.458506578890267	-0.360841407416295
