protein,S1_Ion_126.128,S1_Ion_127.125,S1_Ion_127.131,S1_Ion_128.128,S1_Ion_128.134,S1_Ion_129.131,S1_Ion_129.138,S1_Ion_130.135,S1_Ion_130.141,S1_Ion_131.138,S2_Ion_126.128,S2_Ion_127.125,S2_Ion_127.131,S2_Ion_128.128,S2_Ion_128.134,S2_Ion_129.131,S2_Ion_129.138,S2_Ion_130.135,S2_Ion_130.141,S2_Ion_131.138,S2_Ion_131.144
sp|Q6P4Q7|CNNM4_HUMAN,0.014860926,0.052416132,-0.115722888,-0.200695147,-0.087470654,-0.029076541,-0.193708072,-0.063263924,0.315679743,0.306980424,-0.024584487,-0.029138049,-0.209687475,0.066043604,0.142359344,0.063561315,-0.238405773,0.109314773,0.086737309,0.248995143,-0.215195703
sp|Q6P4R8|NFRKB_HUMAN,0.073135023,0.123981274,-0.052942035,-0.156591553,0.012108331,-0.008333126,-0.386584681,-0.05083967,0.182575041,0.263491396,0.102523968,0.03166785,-0.060174654,-0.061543126,0.058894526,-0.187255005,-0.155136728,0.127547467,0.130907383,0.191085657,-0.178517339
sp|Q6P582|MZT2A_HUMAN,-0.161296213,0.040076987,-0.010184686,-0.052374754,0.002658685,-0.122111783,-0.326470793,-0.094190193,0.212481275,0.511411474,-0.049062661,-0.041100245,-0.266722795,-0.06234363,-0.028906043,-0.12945686,-0.076491937,0.388025759,0.077158021,0.158753977,0.030146415
sp|Q6P587|FAHD1_HUMAN,0.136930744,0.310161916,-0.066277126,-0.046539813,-0.083275208,0.01101882,-0.405016884,-0.154384928,0.138009721,0.159372758,0.067736718,0.082138025,-0.106830841,-0.081156718,0.020838635,-0.150016306,-0.259919896,0.148009977,0.148152389,0.278332946,-0.14728493
sp|Q6P597|KLC3_HUMAN,0.163328121,-0.004097916,-0.086196711,-0.097654662,-0.141944898,0.036670996,-0.564034479,-0.057056248,0.336485745,0.414500053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6P5R6|RL22L_HUMAN,0.046274849,0.125965208,0.152773214,-0.118707996,-0.040411883,-0.248254169,-0.239380373,-0.048326706,0.214318523,0.155749333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6P5S7|RNK_HUMAN,0.116634297,0.221552619,-0.238740077,-0.221549197,0.007937888,0.255232861,-0.248394251,-0.181007439,0.120938553,0.167394744,-0.063511837,-0.010148763,-0.21954656,0.018190294,0.246456388,-0.035095263,-0.16984889,0.043948453,0.170931241,0.13836535,-0.119740413
sp|Q6P6B1|ERIC5_HUMAN,0.146922669,0.340561347,0.096745934,-0.048609822,-0.072964712,0.007271663,-0.272387013,-0.305846379,-0.050471935,0.158778248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6P6B7|ANR16_HUMAN,-0.018234814,0.104808201,-0.118822582,0.054875176,0.056759532,0.006706799,-0.439325399,-0.055135321,0.179209307,0.229159102,0.256565007,0.118709479,-0.254960545,-0.122995161,-0.181742623,-0.459220209,0.196039397,0.179101981,0.164985272,0.28400278,-0.180485379
sp|Q6P6C2|ALKB5_HUMAN,0.056705057,0.200465268,-0.077028908,-0.088728783,-0.014076806,-0.068169983,-0.320950294,-0.127460569,0.222588068,0.216656952,0.091020086,0.096396683,-0.128362936,-0.083625939,0.056477612,-0.249341832,-0.048943504,0.085887966,0.142060528,0.163315588,-0.124884251
sp|Q6P996|PDXD1_HUMAN,0.087202006,0.157767749,-0.110260378,-0.195060613,-0.066091603,0.008301425,-0.263456816,-0.036673249,0.226601178,0.1916703,0.022986762,0.006590545,-0.104899271,0.05476692,0.179609387,-0.052101781,-0.139084601,0.024747844,0.042204804,0.132340581,-0.167161189
sp|Q6P9A2|GLT18_HUMAN,0.105405388,0.184753831,-0.078042355,-0.119902433,-0.00226227,-0.063339106,-0.357154346,-0.094750606,0.187699108,0.237592789,-0.088769131,-0.187829514,-0.025476751,0.114783065,0.129415482,-0.17726505,0.006684482,0.256321386,0.059207848,0.223024742,-0.310096559
sp|Q6P9B6|MEAK7_HUMAN,0.096778022,0.140231198,-0.021684839,-0.083896221,0.067039248,-0.064857211,-0.39472302,-0.144672108,0.172359457,0.233425473,0.071511183,-0.013113533,-0.073472877,-0.12969924,-0.045385186,-0.273189328,0.116856042,0.192510511,0.137058811,0.171780799,-0.154857181
sp|Q6P9B9|INT5_HUMAN,0.082364668,0.135783088,-0.051016071,-0.146952617,0.030605312,-0.059570787,-0.290952243,-0.123036584,0.198263112,0.224512122,0.001707126,0.058214841,-0.116970461,-0.075801878,0.007729734,-0.239123275,-0.069439893,0.1967009,0.125676011,0.20060318,-0.089296285
sp|Q6PCB0|VWA1_HUMAN,0.196539081,0.268023569,0.025808421,0.041481481,0.183665365,-0.143871097,-0.509007276,-0.247411868,0.060615594,0.12415673,0.087971474,0.046396035,-0.129253339,-0.282464808,-0.205871062,-0.337652963,0.08823666,0.371538437,0.164198894,0.247765451,-0.05086478
sp|Q6PCB5|RSBNL_HUMAN,0.067229252,0.16942808,-0.030167495,-0.044547738,-0.074135061,-0.115892584,-0.322550541,-0.117681074,0.249257648,0.219059513,0.035444713,0.022487235,-0.059269147,0.038033746,0.061445657,-0.127033787,-0.181320924,0.097288603,0.115612858,0.188335237,-0.19102419
sp|Q6PCB7|S27A1_HUMAN,0.113812942,0.155349079,-0.097856671,-0.180266885,-0.053582526,-0.077179334,-0.332856895,-0.004966195,0.213541724,0.264004761,-0.459517809,-0.040370164,0.141514796,-0.172105717,0.027221086,-0.211721484,0.577370053,0.161670657,0.153618056,-0.021138772,-0.156540704
sp|Q6PCB8|EMB_HUMAN,0.117165536,0.152343982,-0.126259732,-0.151657716,-0.066695211,0.05429098,-0.359825609,-0.053955016,0.197940329,0.236652459,0.022033464,0.108987171,-0.027497801,-0.062547012,0.052590635,-0.079718084,-0.165301486,0.11127138,0.108343296,0.163373573,-0.231535135
sp|Q6PCE3|PGM2L_HUMAN,0.212673389,0.252342751,0.011631299,-0.057925576,0.063951889,-0.154797908,-0.361264434,-0.221306231,0.137305998,0.117388823,0.131567704,0.115774505,-0.121332296,-0.14707366,-0.091029116,-0.269169939,-0.031853262,0.179566396,0.146233819,0.198373651,-0.111057801
sp|Q6PCT2|FXL19_HUMAN,-0.075257401,0.184243617,-0.142142963,-0.048617399,0.054243667,-0.008704706,-0.23297354,-0.08203297,0.099171854,0.252069842,-0.078636362,-0.229940186,-0.133092455,-0.1882814,-0.259519467,-0.258753238,0.132088879,0.564287786,-0.308550704,0.804166781,-0.043769634
sp|Q6PD62|CTR9_HUMAN,0.13119015,0.20345174,-0.093150831,-0.129344585,-0.045902158,-0.04323726,-0.302696037,-0.08009926,0.181046074,0.178742167,0.038222968,0.059782179,-0.048792205,0.006472679,0.042927449,-0.160640332,-0.161517383,0.074673919,0.108887767,0.195806307,-0.155823348
sp|Q6PD74|AAGAB_HUMAN,0.169672332,0.146350478,-0.054704292,-0.060816509,0.021488957,-0.10886473,-0.30724047,-0.208717683,0.257475556,0.145356361,0.194415815,0.04582504,-0.030448966,-0.189949296,-0.050588827,-0.310386774,-0.132348807,0.223883739,0.142228228,0.190782847,-0.083412998
sp|Q6PFW1|VIP1_HUMAN,0.096634412,0.227119256,-0.087753936,-0.055723545,0.016280441,-0.0269464,-0.31996539,-0.142293393,0.125407195,0.167241359,0.076717772,0.073910881,-0.086255138,-0.083789587,-0.015902289,-0.185389336,-0.120431265,0.139895216,0.101908835,0.19907307,-0.099738159
sp|Q6PGN9|PSRC1_HUMAN,-0.108190263,0.19863624,-0.101630863,-0.07994015,-0.127311658,-0.083068192,-0.252457322,0.049054789,0.396646775,0.108260643,0.101072932,-0.002653046,-0.164042072,-0.081432498,0.176357553,0.074320691,-0.350979069,0.191813355,0.133722076,0.16329849,-0.241478412
sp|Q6PGP7|TTC37_HUMAN,0.162467244,0.208116045,-0.078544328,-0.118379694,-0.00585765,-0.062521111,-0.349014296,-0.141224915,0.182932554,0.20202615,0.139428454,0.097809838,-0.059739399,-0.057637108,0.017680144,-0.233628661,-0.129199601,0.087080221,0.124060156,0.160531669,-0.146385715
sp|Q6PH81|CP087_HUMAN,0.109080362,0.035820513,-0.076394581,-0.161178057,-0.052170278,-0.044832482,-0.157641131,-0.053840075,0.227952887,0.173202842,0.117065211,0.022088305,-0.217282235,-0.023564534,0.134801804,-0.116718212,-0.122650951,0.142226086,0.142401406,0.130468085,-0.208834967
sp|Q6PHR2|ULK3_HUMAN,0.05918821,0.172182629,-0.060940098,-0.077929864,-0.042997846,-0.066499402,-0.339855932,-0.069557969,0.196168946,0.230241325,0.168152621,0.121922063,-0.102498209,-0.084710559,-0.028473113,-0.205399581,-0.070392459,0.043706163,0.087060824,0.181621677,-0.110989427
sp|Q6PI25|CNIH2_HUMAN,0.185709101,0.263405357,-0.035598949,-0.104504207,-0.226998961,0.002905472,-0.411157886,-0.184851766,0.178393602,0.332698238,0.427425718,0.15404086,0.09037017,-0.086658499,0.37529148,0.031056161,-0.614544386,-0.212098077,0.185351133,0.06077315,-0.41100771
sp|Q6PI47|KCD18_HUMAN,0.081315105,0.125537918,-0.015624583,-0.063531146,0.033501396,-0.098556366,-0.328664712,-0.109620714,0.182437112,0.193205989,0.000617451,-0.038988609,-0.071939731,-0.136897817,0.051098884,-0.273904271,-0.017337991,-0.024656059,0.174772363,0.314304979,0.022930802
sp|Q6PI48|SYDM_HUMAN,0.188007103,0.219461075,-0.066034766,-0.14702166,-0.084145286,-0.024941287,-0.2910287,-0.112489869,0.153561911,0.164631478,0.088224322,0.094135502,-0.126781263,-0.03171929,-0.000248889,-0.144255998,-0.136342906,0.020870324,0.10623564,0.190488642,-0.060606084
sp|Q6PI78|TMM65_HUMAN,0.077615917,0.163879049,-0.047426838,-0.114904333,-0.066795061,-0.032747101,-0.272158367,-0.119669429,0.172955899,0.239250263,0.125028886,0.086963888,-0.094502472,-0.043728643,0.096711647,-0.137560216,-0.171892843,0.08038614,0.114607238,0.155917035,-0.21193066
sp|Q6PI98|IN80C_HUMAN,-0.015008274,0.141613947,-0.081556311,-0.09072094,-0.006302197,-0.013100744,-0.276965831,-0.079978664,0.183559673,0.23845934,0.06350275,0.109247732,-0.19204868,-0.078145183,0.009607716,-0.216593541,-0.037046692,0.068908777,0.259768057,0.192305256,-0.179506192
sp|Q6PID8|KLD10_HUMAN,-0.078404248,-0.048622006,-0.062748092,-0.143700017,-0.011610692,0.019119078,-0.262792807,-0.025019705,0.322852247,0.290926241,-0.10354769,-0.273269252,-0.154148431,-0.129287354,0.270780158,0.072635616,-0.0493167,0.168669335,-0.016694063,0.309736802,-0.095558421
sp|Q6PIF6|MYO7B_HUMAN,0.173690986,0.228205301,-0.013813979,-0.012838216,0.131275818,-0.178969601,-0.428634607,-0.174625668,0.114301673,0.161408292,0.141681472,0.07061784,-0.066786123,-0.243057401,-0.118339572,-0.38534125,0.113333164,0.132832396,0.174438709,0.232216225,-0.051595461
sp|Q6PII3|CC174_HUMAN,-0.000365922,0.052184276,-0.119640041,-0.117159024,-0.017912576,-0.004613255,-0.278896077,-0.064597769,0.260623206,0.290377183,0.135187656,-0.016147987,-0.070560273,-0.162297628,0.010026831,-0.220084284,0.108960365,0.081077944,0.116307193,0.167016668,-0.149486485
sp|Q6PIJ6|FBX38_HUMAN,0.036568029,0.124847146,-0.151513434,-0.109976075,-0.055339542,0.024885041,-0.300952701,-0.023706701,0.206900718,0.24828752,0.047985557,-0.03359985,-0.142812734,0.079154083,0.116691169,-0.085200431,-0.080596047,0.097377807,0.073163406,0.129420307,-0.201583267
sp|Q6PIU2|NCEH1_HUMAN,0.115200708,0.214646837,-0.03996599,-0.086558386,-0.069969427,-0.08803186,-0.419197562,-0.096738534,0.186343194,0.28427102,0.075446155,0.065819676,-0.117022798,-0.052024917,-0.068657644,-0.21831612,-0.205732195,0.193497485,0.231664888,0.352253856,-0.256928386
sp|Q6PIW4|FIGL1_HUMAN,0.029493918,0.012051234,-0.120558161,-0.175809036,0.040687027,0.010781955,-0.208022352,-0.044078725,0.207716069,0.247738072,0.390893505,0.295628266,0.147215087,-0.926827185,0.414324461,0.34220351,-0.68061557,0.494560304,0.069991056,-0.146945521,-0.400427914
sp|Q6PIY7|GLD2_HUMAN,0.038291147,0.232452263,-0.017898894,-0.015432717,0.084608212,-0.17974641,-0.408403375,-0.243744777,0.152664395,0.357210155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6PJ69|TRI65_HUMAN,-0.022908252,-0.008414406,-0.095011002,0.001166874,0.000410285,-0.089368967,-0.234374222,0.103884677,0.11815054,0.226464473,0.091023374,0.04943913,0.058581927,-0.019122326,-0.361324129,-0.370037469,0.177843413,0.183911465,-0.020839187,0.272248952,-0.061725149
sp|Q6PJG2|EMSA1_HUMAN,0.102253972,0.134297502,-0.053510823,-0.116122146,-0.00296132,-0.017729318,-0.424435294,-0.027268656,0.211665105,0.193810977,0.115015427,0.04138102,0.042548759,-0.539576316,0.026333214,-0.147038499,0.061348665,0.211583135,0.272732502,0.111975047,-0.196302954
sp|Q6PJG6|BRAT1_HUMAN,0.09688664,0.219061964,-0.092567454,-0.056873335,-0.019953272,0.036947865,-0.431446443,-0.077464439,0.165220871,0.160187603,0.026911049,-0.044897044,-0.160006936,-0.195686407,0.014120619,-0.192894235,0.283699718,0.063885597,0.060997343,0.244306635,-0.100436341
sp|Q6PJI9|WDR59_HUMAN,0.129182631,0.131858472,-0.036980286,-0.082307613,0.064926946,-0.130118568,-0.409244931,-0.071000625,0.174869946,0.228814029,0.015255829,0.04908872,-0.011673636,-0.036857608,-0.027020641,-0.132711874,-0.186295712,0.140880498,0.167932473,0.169942072,-0.14854012
sp|Q6PJT7|ZC3HE_HUMAN,0.152908236,0.157780411,-0.057276404,-0.070861767,0.042536742,-0.100963442,-0.362684656,-0.139636271,0.216637224,0.161559927,0.132800258,0.087718273,0.016700308,-0.068952479,0.043483841,-0.182199437,-0.195434322,0.067024829,0.108139824,0.192673577,-0.201954672
sp|Q6PJW8|CNST_HUMAN,0.063279362,0.156334357,-0.081925204,-0.165044849,-0.024715963,0.014008534,-0.268715154,-0.10877535,0.200371224,0.215183044,0.252356625,0.10123458,-0.276137367,-0.03487215,-0.152930722,-0.20790477,0.072239904,0.09058132,0.106653395,0.314671535,-0.26589235
sp|Q6PK04|CC137_HUMAN,0.054942485,0.109722453,-0.064313069,-0.113598315,0.021523243,-0.077852621,-0.289914344,-0.0490959,0.207070501,0.201515565,-0.016611493,0.07861715,-0.122210239,0.077519806,0.09902333,-0.147464775,-0.070820066,0.085491538,0.015385247,0.198000605,-0.196931102
sp|Q6PK18|OGFD3_HUMAN,0.210713688,0.160440977,-0.009198056,-0.080285299,-0.073243695,-0.141708722,-0.266387778,-0.069514072,0.147358506,0.121824452,-0.014929816,0.001414065,-0.068034087,0.114141783,0.173051848,-0.123993725,0.041689601,0.034806822,0.042958619,0.064106457,-0.265211567
sp|Q6PK81|ZN773_HUMAN,-0.03760872,-0.068762367,0.048760415,-0.069169745,0.034013108,-0.059917346,-0.169395096,-0.204159246,0.165431964,0.360807033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6PKC3|TXD11_HUMAN,0.085508093,0.068771782,-0.05954709,-0.215583303,-0.014885006,-0.051039944,-0.326176486,-0.030247483,0.261433798,0.281765638,0.055943139,0.016665116,-0.243078587,-0.021030168,0.00609701,-0.271591527,-0.019954843,0.216107523,0.192613767,0.212519283,-0.144290712
sp|Q6PKG0|LARP1_HUMAN,0.18109005,0.226794909,-0.053337946,-0.061310626,-0.008181225,-0.080970431,-0.396770929,-0.17142033,0.177571109,0.186535419,0.174418629,0.147840912,-0.005716586,-0.176508036,-0.017742767,-0.288699927,-0.177955638,0.124952505,0.148844814,0.216986958,-0.146420863
sp|Q6PL18|ATAD2_HUMAN,0.150587071,0.1499864,-0.080226629,-0.165148045,-0.052315026,-0.081032078,-0.272928356,-0.065604172,0.205395525,0.21128531,0.017881729,-0.022228907,-0.05097344,-0.083829129,0.10352574,-0.134373133,-0.09314813,0.021481634,0.113260748,0.201098047,-0.072695159
sp|Q6PL24|TMED8_HUMAN,0.094068508,0.173589029,-0.039675376,-0.158475363,-0.03313214,-0.068055224,-0.265263281,-0.170186509,0.217312323,0.249818034,0.119246439,0.061727098,-0.075300373,-0.0894252,0.062595292,-0.162021332,-0.112732452,0.090988508,0.112028613,0.146658711,-0.153765305
sp|Q6PML9|ZNT9_HUMAN,0.160451617,0.178342636,-0.049195815,-0.130612101,0.00583514,-0.045711221,-0.321988265,-0.103983999,0.178778037,0.128083971,0.071071556,0.058273201,-0.166718014,-0.102882161,0.067443251,-0.281193467,0.009723759,0.178559881,0.141849375,0.148635769,-0.124763149
sp|Q6PUV4|CPLX2_HUMAN,0.052983613,0.261554426,-0.148554737,0.034159303,-0.057748772,-0.019143033,-0.487543847,-0.079469677,0.135959586,0.307803139,0.068712581,0.028779873,-0.018759968,-0.148218525,0.116335632,-0.132738293,-0.139208822,0.032769899,0.159731682,0.226047966,-0.193452025
sp|Q6Q0C0|TRAF7_HUMAN,0.106129675,0.22340868,-0.010794857,-0.07864108,0.009183678,-0.087600152,-0.366091289,-0.167611735,0.185353746,0.186663333,0.162214757,0.114711234,0.0491679,-0.250919271,-0.128476852,-0.240004021,-0.077303612,0.13378998,0.18636512,0.169310415,-0.118855648
sp|Q6QNY0|BL1S3_HUMAN,0.102291798,0.215985669,-0.125916116,-0.015042851,0.094876122,0.022639881,-0.441666105,-0.198647579,0.186747958,0.158731223,0.098393479,0.063708743,0.022402344,-0.134034109,0.101944526,-0.218024354,-0.10813878,0.096666921,0.066641694,0.115920174,-0.105480636
sp|Q6QNY1|BL1S2_HUMAN,0.114992796,0.277383471,-0.033491837,-0.078167357,-0.059032721,-0.078772458,-0.415881503,-0.111350144,0.250194885,0.134124869,0.096905624,0.039307975,-0.01642688,0.016154677,-0.056109547,-0.181606154,-0.22893261,0.095066396,0.127285961,0.221199888,-0.11284533
sp|Q6R327|RICTR_HUMAN,0.178933603,0.228646015,-0.022749141,-0.035914039,0.093220206,-0.166367315,-0.35342707,-0.135517523,0.089878965,0.123296299,0.134058171,0.078149879,-0.055351754,-0.244780615,-0.169294032,-0.466549602,0.063138744,0.17873456,0.199703744,0.290565324,-0.00837442
sp|Q6RFH5|WDR74_HUMAN,0.046656983,0.041969735,-0.091781651,-0.157665524,0.074635552,-0.023068688,-0.402378195,-0.04528342,0.267397213,0.289517995,0.082799215,-0.073850315,0.019836189,-0.139503823,0.002987144,-0.14624441,-0.08909435,0.121706499,0.071278754,0.280655277,-0.130570179
sp|Q6RW13|ATRAP_HUMAN,0.244600427,0.259503469,0.082944127,-0.092338475,0.034602346,-0.275991904,-0.529294955,-0.011612934,0.071153957,0.216433941,0.093659209,0.078974351,0.07865505,-0.131285423,-0.081017456,-0.211872454,-0.143687551,0.114575817,0.116294708,0.237632776,-0.151929027
sp|Q6SJ93|F111B_HUMAN,-0.120567801,-0.047442279,-0.256833272,-0.34651037,-0.277742417,0.164125276,-0.095505049,0.13125203,0.407194618,0.442029265,-0.057345382,-0.066176591,-0.238642636,0.247351525,0.350609226,0.187547443,-0.191728405,-0.027834474,-0.030092698,0.062253986,-0.235941993
sp|Q6SPF0|SAMD1_HUMAN,0.079728759,0.138572718,-0.131739611,-0.142867536,-0.023721636,-0.023175314,-0.372699252,-0.061185687,0.27956821,0.257519348,0.019909011,0.164942854,-0.084264935,-0.014091061,0.176414331,-0.081554054,-0.07597072,-0.074926021,0.009239056,0.08628723,-0.125985692
sp|Q6SZW1|SARM1_HUMAN,0.225785308,0.24797987,-0.053460764,-0.106285605,0.042131487,-0.060090237,-0.387679525,-0.140319909,0.110967504,0.120971872,0.138924374,0.049832054,-0.04625669,-0.151758424,-0.01762206,-0.262167411,-0.017425288,0.115067018,0.132835509,0.174588236,-0.11601732
sp|Q6U841|S4A10_HUMAN,0.132562887,0.202963418,-0.130231768,-0.168281334,-0.119802916,-0.009038976,-0.359559437,-0.075532074,0.284176771,0.24274343,0.069842189,0.069573879,-0.080168122,0.028289463,0.079580307,-0.118113892,-0.171588258,0.068246516,0.122379635,0.162773665,-0.230815382
sp|Q6UB35|C1TM_HUMAN,0.205096707,0.178761858,0.069635423,-0.134628842,-0.094601021,-0.082836177,-0.259732804,-0.157003676,0.110246598,0.165061935,0.192678097,0.096616325,-0.081637153,-0.148629085,-0.087020881,-0.235828701,-0.021705529,0.005162343,0.100141706,0.260675233,-0.080452356
sp|Q6UB99|ANR11_HUMAN,0.097162209,0.123083982,-0.06709427,-0.087756547,0.029802455,-0.113666398,-0.33166977,-0.076134987,0.214653054,0.211620273,0.12252721,-0.062524896,-0.094628772,-0.147560085,-0.019513154,-0.28648625,0.353117897,0.109133564,-0.069699232,0.232515775,-0.136882058
sp|Q6ULP2|AFTIN_HUMAN,0.086635015,0.187601473,-0.06200779,-0.059008241,0.030800988,-0.048569633,-0.35840438,-0.157841793,0.178479721,0.202314641,0.07889531,0.016390164,-0.062429417,-0.093097481,-0.015167887,-0.185518028,-0.058539819,0.136452528,0.114576091,0.19963945,-0.13120091
sp|Q6UN15|FIP1_HUMAN,0.111415897,0.1899078,-0.088089073,-0.064060617,0.026494512,-0.062180251,-0.329297861,-0.11847311,0.141708891,0.192573811,0.062588118,0.073481787,-0.108867696,-0.066086233,0.101450932,-0.16947021,-0.127020259,0.100120626,0.103488713,0.224161863,-0.19384764
sp|Q6UUV7|CRTC3_HUMAN,0.145922289,0.207279219,-0.063481671,-0.110117547,0.029820195,-0.119415373,-0.31642895,-0.136043664,0.178648266,0.183817237,0.135423643,0.062117599,-0.036848777,-0.063328586,0.017908515,-0.111950815,-0.195209654,0.134348687,0.113200736,0.147408515,-0.203069863
sp|Q6UUV9|CRTC1_HUMAN,0.100466399,0.15331704,0.023326923,0.01537869,0.090635575,-0.12786895,-0.517934844,-0.151468423,0.152358815,0.261788775,0.195149841,0.145279019,0.067848409,-0.229074118,-0.087438743,-0.198889374,-0.215891913,0.182044579,0.16369812,0.246803986,-0.269529806
sp|Q6UVJ0|SAS6_HUMAN,-0.163294673,-0.046565319,-0.24848637,-0.255532318,-0.194084941,0.244177569,-0.074867413,0.032520685,0.273414162,0.432718619,-0.007655236,-0.032822933,-0.28320701,0.102121172,0.338971729,0.002461682,-0.328621231,0.260151188,0.047326585,0.18307169,-0.281797635
sp|Q6UW02|CP20A_HUMAN,0.19280841,0.237549096,-0.071795068,-0.11816841,-0.011008899,-0.07119601,-0.398854394,-0.122525332,0.183775975,0.179414632,0.035839169,0.205495059,-0.013211565,-0.036457476,0.039099985,-0.190641246,-0.314632751,0.116379053,0.10392613,0.239579682,-0.18537604
sp|Q6UW56|ARAID_HUMAN,0.227604463,0.174704145,-0.07408072,-0.175681358,-0.103605258,-0.023267303,-0.276627092,-0.118386585,0.178444466,0.190895242,0.069747627,0.186831459,-0.205649244,-0.08476973,0.091909208,-0.121395081,-0.097388005,0.03660576,0.110078574,0.162269102,-0.14823967
sp|Q6UW63|PLGT2_HUMAN,0.058696836,0.137486664,-0.123350315,-0.159509006,-0.045024736,0.005759275,-0.335348908,-0.029111137,0.242695668,0.247705659,0.034102478,0.062693915,-0.10421843,0.065435885,0.079361285,-0.107231031,-0.225585638,0.097471265,0.098125972,0.206043008,-0.206198708
sp|Q6UW68|TM205_HUMAN,0.147724046,0.159667664,-0.061317615,-0.086341617,0.018392369,-0.026066496,-0.390000265,-0.089081403,0.158777605,0.168245712,0.087898933,0.109297056,0.029947961,0.003426953,-0.004148012,-0.137815526,-0.150268932,0.051871996,0.019123541,0.178318823,-0.187652793
sp|Q6UW78|UQCC3_HUMAN,0.330170394,0.091124728,-0.005297956,-0.288204488,-0.101383228,-0.03930659,-0.435348246,-0.038814322,0.157213827,0.32984588,0.204853974,-0.514617601,-0.12919072,0.819730171,-0.541832058,-0.532288365,-0.445944706,1.507177863,0.069888175,-0.22566553,-0.212111203
sp|Q6UWE0|LRSM1_HUMAN,0.143657873,0.209691414,-0.004874325,-0.115774052,0.024447718,-0.129579086,-0.37343249,-0.130687645,0.148109298,0.228441295,0.047379313,0.01295294,-0.051873768,-0.023186126,-0.151756714,-0.262590553,-0.184503328,0.087618169,0.147269158,0.21637926,0.162311648
