protein,S1_Ion_126.128,S1_Ion_127.125,S1_Ion_127.131,S1_Ion_128.128,S1_Ion_128.134,S1_Ion_129.131,S1_Ion_129.138,S1_Ion_130.135,S1_Ion_130.141,S1_Ion_131.138,S2_Ion_126.128,S2_Ion_127.125,S2_Ion_127.131,S2_Ion_128.128,S2_Ion_128.134,S2_Ion_129.131,S2_Ion_129.138,S2_Ion_130.135,S2_Ion_130.141,S2_Ion_131.138,S2_Ion_131.144
sp|Q6IN84|MRM1_HUMAN,0.161832853,0.277689275,-0.133497393,-0.170124656,-0.072828411,0.06881547,-0.356293631,-0.049273787,0.072793909,0.200886371,0.088502854,0.088769083,-0.003276341,-0.12102963,-0.047659701,-0.282336419,0.031547841,0.143880999,0.087215165,0.141465487,-0.127079338
sp|Q6IN85|P4R3A_HUMAN,0.135539405,0.19963646,-0.087062686,-0.109995838,0.023963129,-0.036250736,-0.340276343,-0.185315139,0.209340363,0.190421384,0.111804366,0.06104648,-0.114823733,-0.092558973,0.071907398,-0.153166963,-0.129091943,0.085053087,0.093181039,0.201582049,-0.134932809
sp|Q6IPR1|ETFR1_HUMAN,0.279969343,0.196382007,-0.264496899,-0.06794188,0.110281904,-0.300570379,-0.557252813,0.003992385,0.312339145,0.287297186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6IPU0|CENPP_HUMAN,-0.050329772,-0.090924083,-0.177340873,-0.253852611,-0.266731808,-0.015905579,-0.292641058,0.028855018,0.571388674,0.547482092,0.00687959,0.063226502,-0.065835905,0.063970959,0.127233301,-0.016502632,-0.303237325,0.151001467,0.038134143,0.261000476,-0.325870577
sp|Q6IPX3|TCAL6_HUMAN,0.085058754,-0.033181304,-0.262704168,-0.249862015,-0.289964179,-0.047745383,-0.346565518,0.036878061,0.531843014,0.576242737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6IQ19|CCSAP_HUMAN,-0.068143308,0.15619961,-0.194760227,-0.098045905,0.041191553,0.030063298,-0.306444501,0.040812819,0.169118899,0.230007762,-0.027666432,0.010631929,-0.080407005,-0.060173012,0.114367581,-0.17517372,0.313586124,-0.066489102,-0.02008694,0.110198082,-0.118787506
sp|Q6IQ20|NAPEP_HUMAN,-0.032634921,0.084456293,-0.21159617,-0.156917529,0.020170079,0.024752805,-0.344012706,0.031588953,0.218509795,0.365683402,0.119162518,-0.010144257,-0.077027753,0.116327265,0.076831753,-0.169070929,-0.215922116,0.264870604,0.105104043,0.155506556,-0.365637684
sp|Q6IQ22|RAB12_HUMAN,0.153151735,0.197277897,-0.029001692,-0.134610668,-0.096588549,-0.032419904,-0.378058003,-0.096641837,0.231348837,0.185542185,0.106094283,0.040217049,-0.080787339,-0.030903627,0.111764974,-0.162431574,-0.228471812,0.07636274,0.166948238,0.167030598,-0.165823529
sp|Q6IQ23|PKHA7_HUMAN,0.141716104,0.183483337,-0.020667777,-0.010449952,0.083684065,-0.109264705,-0.422762364,-0.198684634,0.170179697,0.182766228,0.135104092,0.100557631,-0.019288489,-0.159890742,-0.088547556,-0.244289077,0.007339313,0.120656904,0.130591759,0.17168112,-0.153914955
sp|Q6IQ49|SDE2_HUMAN,0.098782386,0.175692083,-0.110376166,-0.112176788,-0.13181879,-0.0146694,-0.27410704,-0.046124933,0.255788694,0.159009954,0.037399082,-0.008866395,-0.09550647,0.021865063,0.152538265,-0.0491737,-0.222662249,0.048016677,0.073998854,0.167934935,-0.125544062
sp|Q6JQN1|ACD10_HUMAN,0.163607185,0.15078288,-0.016398495,-0.07560654,0.007579863,-0.03499768,-0.331580402,-0.144300589,0.113599808,0.16731397,0.064099975,0.071997699,-0.037680553,-0.034056529,-0.085340023,-0.235719102,-0.034196598,0.094924645,0.076015712,0.192396225,-0.072441451
sp|Q6KB66|K2C80_HUMAN,0.045105719,0.185308202,-0.112417183,-0.124494548,-0.259039738,0.352215633,-0.475560698,-0.062715403,0.436780806,0.014817211,0.883825026,-0.05516376,0.364112349,-0.271738384,-0.198155074,-0.124211328,-0.492133666,-0.21773735,0.003574145,0.055224629,0.052403414
sp|Q6KC79|NIPBL_HUMAN,0.149580649,0.172068606,-0.112007067,-0.1447006,-0.041694903,-0.063167304,-0.303482334,-0.1061589,0.222088465,0.227473388,0.084417135,0.074553348,-0.042188241,0.012178416,0.109677594,-0.150892434,-0.196016251,0.060714362,0.102719582,0.130502753,-0.185666264
sp|Q6KCM7|SCMC2_HUMAN,0.060420208,0.160098603,-0.117560263,-0.192415309,-0.060203065,0.003485205,-0.29717839,-0.052391585,0.267458804,0.228285792,0.073590715,-0.036684892,0.002942117,-0.079305386,0.056586215,-0.111856039,-0.179232733,0.124481318,0.154636168,0.128492792,-0.133650273
sp|Q6L8Q7|PDE12_HUMAN,0.024727116,0.101706349,-0.08728615,-0.153834634,-0.021200585,-0.004256033,-0.338553793,0.011686456,0.181613695,0.28539758,0.019346255,0.001800554,-0.099596556,0.008309925,-0.041292747,-0.070078486,-0.001914688,0.051386783,0.052426817,0.215930986,-0.136318842
sp|Q6MZP7|LIN54_HUMAN,0.03667386,0.106485234,-0.151588772,-0.158258097,-0.099764832,0.003368048,-0.214335472,-0.023802522,0.21985853,0.281364025,0.039125562,0.027472237,-0.156509267,0.04689895,0.095494362,-0.077922591,-0.185415475,0.125842763,0.092864854,0.191963319,-0.199814714
sp|Q6N043|Z280D_HUMAN,0.102416802,0.104698521,-0.131114921,-0.150726142,-0.009446014,0.036545473,-0.362985807,-0.077162064,0.271423116,0.216351037,0.21428033,0.267048899,-0.103198013,-0.102318467,0.106423087,-0.055112221,-0.219278816,-0.053105397,0.115402929,0.179676363,-0.349818694
sp|Q6N063|OGFD2_HUMAN,0.128613938,0.338825567,-0.144224483,-0.018449489,-0.056610848,-0.059898019,-0.465996972,-0.108961275,0.021421643,0.365279938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6N069|NAA16_HUMAN,0.094786548,0.173464427,-0.095605313,-0.120504695,-0.00241248,-0.045344434,-0.32852532,-0.09928117,0.231304709,0.192117728,0.090502289,0.071173443,-0.083942066,-0.085520281,0.01986273,-0.202459763,-0.063144295,0.088656305,0.107384199,0.201426226,-0.143938787
sp|Q6N075|MFSD5_HUMAN,-0.001768664,0.009682085,-0.114586617,-0.094252949,0.190014368,0.003651386,-0.283271476,-0.056283989,0.186932725,0.15988313,0.165521058,0.057572818,-0.119478143,-0.107312821,-0.016686508,-0.29075032,0.052348071,0.144903942,0.163061732,0.181556343,-0.230736171
sp|Q6NS38|ALKB2_HUMAN,0.005277845,0.168423616,-0.154184725,-0.106483508,0.079714716,-0.037423264,-0.327247036,-0.082751261,0.247823711,0.206849906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6NSI4|RADX_HUMAN,0.219806498,0.255033814,0.041774779,-0.075278173,0.066198912,-0.164122381,-0.44682784,-0.202946731,0.144137748,0.162223372,0.090306467,0.142663014,-0.079922205,-0.28820426,-0.26356532,-0.514393531,0.196959683,0.185302349,0.185438108,0.271214349,0.074201346
sp|Q6NSJ2|PHLB3_HUMAN,0.122857835,0.100430483,-0.040348117,-0.140074357,-0.095523191,0.004970399,-0.349014648,-0.093026955,0.224225688,0.265502864,-0.011447035,0.065893055,-0.11913105,-0.049509657,0.076777218,-0.092031926,-0.150970133,0.119995826,0.099039806,0.261630732,-0.200246836
sp|Q6NSZ9|ZSC25_HUMAN,-0.021164584,0.154198243,-0.029615764,0.000507502,0.159960911,-0.237427261,-0.29836279,-0.083701859,0.188281876,0.167323726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6NT89|TRNP1_HUMAN,0.062296455,0.093272021,-0.102379913,-0.012044848,0.052710309,-0.167746913,-0.261582166,-0.140596788,0.163839234,0.312232608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6NTE8|MRNIP_HUMAN,0.040549611,0.160782375,-0.043379845,0.027585973,0.085759894,-0.051687816,-0.46543101,-0.127064563,0.196492216,0.176393165,0.207071744,-0.321270343,-0.02424427,-0.030693514,0.101457292,-0.008817798,-0.404805628,0.103970519,-0.090335249,0.54463976,-0.076972514
sp|Q6NTF9|RHBD2_HUMAN,0.1293189,0.150590753,-0.116646752,-0.114819022,-0.038651203,0.010649373,-0.297067714,-0.115460602,0.201239142,0.190847126,0.035742541,0.054661136,-0.119637537,0.0221476,0.094633728,-0.125447214,0.021622811,-0.011854162,0.023806452,0.121519246,-0.117194601
sp|Q6NUK1|SCMC1_HUMAN,0.16852229,0.215123062,-0.094220284,-0.158537,-0.022686448,-0.046629628,-0.381974486,-0.132246401,0.211956497,0.240692398,0.095559156,0.072467052,-0.032631657,-0.087941099,0.085805444,-0.196237116,-0.150113026,0.062279116,0.11692724,0.166914011,-0.133029121
sp|Q6NUK4|REEP3_HUMAN,0.083596998,0.141773123,-0.090476526,-0.187712682,0.016967084,0.030532945,-0.343915352,-0.050839219,0.17772588,0.222347749,-0.057656676,0.085222182,-0.157869102,-0.032796421,0.100002475,-0.086881875,-0.070153739,0.11763508,0.124222145,0.15808657,-0.179810638
sp|Q6NUM9|RETST_HUMAN,0.068113163,0.117851758,-0.064543521,-0.163431609,-0.047856703,-0.074775991,-0.207699735,-0.035445386,0.183776577,0.224011446,0.068425486,-0.014255445,-0.086761984,-0.043319703,0.04413369,-0.177812247,-0.033960639,0.099980048,0.090556631,0.205499643,-0.15248548
sp|Q6NUP7|PP4R4_HUMAN,0.222229149,0.272241657,0.016616567,-0.064897243,0.032704242,-0.14336235,-0.407001122,-0.188982032,0.102087628,0.158363504,0.194423252,0.229842063,0.079406688,-0.06005292,-0.070374053,-0.308937013,-0.288858141,0.051775703,0.186348379,0.158138259,-0.171712218
sp|Q6NUQ1|RINT1_HUMAN,0.129521412,0.194760083,-0.059577535,-0.141309356,-0.033750562,-0.038406038,-0.342132699,-0.119330107,0.180799051,0.229425751,0.018887903,0.005116741,-0.096019899,-0.059322996,0.068200045,-0.186690674,0.003266675,0.020852158,0.065934865,0.197097669,-0.037322486
sp|Q6NUQ4|TM214_HUMAN,0.093299731,0.125924024,-0.072502768,-0.173062224,-0.079662111,-0.011625467,-0.314897358,-0.036848478,0.224295007,0.245079644,0.091938349,0.095172398,-0.108366281,-0.051190872,0.058221351,-0.183789666,-0.078164446,0.099923876,0.105853779,0.156613415,-0.186211903
sp|Q6NUS8|UD3A1_HUMAN,0.244922371,0.290856345,0.129185298,0.044559649,0.124538263,-0.270593687,-0.536099649,-0.207361044,0.020259224,0.159733229,0.121924067,0.124542778,-0.170030937,-0.268914241,-0.259797841,-0.142041566,0.02550214,0.088387632,0.226110204,0.303255818,-0.048938053
sp|Q6NUT3|MFS12_HUMAN,0.146892428,0.266011988,0.000750011,0.001921456,0.196858118,-0.046511286,-0.405196069,-0.220320228,0.0509836,0.008609983,0.315676104,0.242350828,-0.00439578,-0.061546059,0.159459724,-0.262190864,0.039136175,-0.227868117,-0.034089406,0.016466783,-0.182999387
sp|Q6NV74|K121L_HUMAN,0.097466971,0.190647177,-0.07938835,-0.027933881,0.182765929,-0.073152355,-0.399061511,-0.13720418,0.101536085,0.144324115,0.033101191,0.071193543,-0.008911776,-0.099125555,-0.038985074,-0.252129898,-0.110595351,0.176492279,0.092552422,0.273624493,-0.137216273
sp|Q6NVU6|UFSP1_HUMAN,0.101880147,0.285263513,-0.123039576,-0.085531287,-0.165049082,-0.098563112,-0.155808074,0.0442591,-0.029168755,0.225757127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6NVV7|CDPF1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248392701,0.156828549,0.000625543,-0.191215415,-0.167969979,-0.284006546,-0.064573089,0.192444173,0.051827004,0.147596019,-0.089948959
sp|Q6NVY1|HIBCH_HUMAN,0.159286655,0.296719778,-0.056631991,-0.063513805,-0.030715484,-0.042483863,-0.303637902,-0.214382143,0.10653151,0.148827246,0.146285673,0.088552004,-0.03305209,-0.112896099,0.002618617,-0.247118586,-0.124489759,0.064070225,0.143522941,0.200785585,-0.128278512
sp|Q6NW29|RWDD4_HUMAN,0.069168682,0.231545482,-0.043582421,-0.088873901,0.027327439,-0.036040188,-0.423501684,-0.146840703,0.237079344,0.173717949,0.076795078,0.12669359,-0.005786291,-0.065665444,-0.02676917,-0.302016434,-0.108079074,0.114927868,0.126424131,0.152675172,-0.089199427
sp|Q6NW34|NEPRO_HUMAN,-0.017448966,0.098847276,-0.095150759,-0.176831966,-0.03607392,0.0420396,-0.342677459,-0.053617552,0.255599216,0.325314531,-0.075234683,0.020808545,-0.124262237,-0.024691706,0.095306079,-0.214820282,-0.022629244,0.170502224,0.057553592,0.140405056,-0.022937346
sp|Q6NWY9|PR40B_HUMAN,0.018349998,0.158458686,-0.050525488,-0.168862748,-0.008352597,0.062457289,-0.39740926,-0.057473712,0.198269014,0.245088818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6NXE6|ARMC6_HUMAN,0.095567622,0.139074389,-0.06566646,-0.162949555,-0.017711814,-0.022237406,-0.283344472,-0.133501159,0.253227776,0.19754108,0.12374659,0.133207953,-0.121695481,-0.062146261,0.034877108,-0.188387464,-0.087235646,0.030886231,0.079488016,0.129962401,-0.072703447
sp|Q6NXG1|ESRP1_HUMAN,0.089363052,0.162901594,0.002761576,-0.06443878,0.078395477,-0.077070962,-0.395228503,-0.083692255,0.150192933,0.136815868,0.118138479,0.117755392,-0.029556946,-0.132981097,-0.089116401,-0.298630805,-0.065091571,0.108320318,0.154028752,0.196582787,-0.079448906
sp|Q6NXR4|TTI2_HUMAN,0.125353077,0.175531902,-0.059092052,-0.169762406,-0.053124467,-0.029445407,-0.383088613,-0.112673845,0.235389843,0.270911968,0.301272816,0.293139407,0.032986736,0.05939378,0.115749815,-0.097706592,-0.49099513,0.083702446,0.20094725,-0.126520246,-0.37197028
sp|Q6NXT1|ANR54_HUMAN,0.136216963,0.233310346,-0.085399971,-0.019397311,0.040021648,-0.064753653,-0.216137313,-0.247814661,0.033921329,0.190032623,0.113250128,0.106513653,-0.012381427,-0.146624175,-0.074961682,-0.172595135,0.103948448,-0.057453334,0.073634389,0.12806675,-0.061397615
sp|Q6NXT4|ZNT6_HUMAN,0.066743799,0.151045606,-0.020387726,-0.154730309,-0.057617433,-0.028565363,-0.297428287,-0.081722263,0.190321567,0.232340408,0.034954718,0.010468138,-0.11500272,-0.080012523,0.059599158,-0.164735029,-0.003423632,0.060199163,0.140190088,0.166653191,-0.108890551
sp|Q6NXT6|TAPT1_HUMAN,0.085568918,0.085201183,-0.17461558,-0.241751341,-0.10833841,0.039950559,-0.275463893,-0.01534335,0.293243597,0.311548317,-0.058952895,0.036990338,-0.219232819,0.082715855,0.170305177,-0.01262049,-0.099550605,0.052341154,0.078868967,0.155697958,-0.18656264
sp|Q6NYC1|JMJD6_HUMAN,0.117882385,0.206899618,-0.088945064,-0.112463967,-0.093680376,0.002700407,-0.375740938,-0.070543453,0.201936466,0.211954921,0.200895845,0.084922807,0.049482045,-0.07247455,0.102319429,-0.126444091,-0.321775681,-0.00799885,0.07706861,0.146547963,-0.132543527
sp|Q6NYC8|PPR18_HUMAN,-0.053083007,-0.005143808,-0.094922309,-0.131455858,-0.024215049,0.077524868,-0.308287267,-0.024283151,0.215952749,0.347912833,-0.050058292,-0.133460047,-0.350161248,-0.133508733,0.149618792,-0.183179981,0.472727536,0.083653849,0.124302718,0.00458208,0.015483326
sp|Q6NZ67|MZT2B_HUMAN,-0.018746045,0.173896662,-0.105080667,0.089390312,-0.037589877,0.012506718,-0.423664341,-0.136212201,0.150184236,0.295315202,-0.017051077,0.052457632,-0.003779782,-0.094479067,0.085849986,-0.215372341,-0.076012744,0.121920421,0.13104682,0.221540596,-0.206120445
sp|Q6NZY4|ZCHC8_HUMAN,0.137135275,0.195593064,-0.080659708,-0.118948308,-0.063546799,-0.066300912,-0.268249524,-0.126895527,0.196038469,0.195833969,0.063438986,0.084496879,-0.083270928,-0.104611523,-0.023179097,-0.158885048,-0.148212282,0.117259309,0.16600589,0.239053482,-0.152095669
sp|Q6P087|RUSD3_HUMAN,0.116985136,0.204692682,-0.066919829,-0.113833588,-0.000249875,-0.025139403,-0.361271587,-0.070451218,0.053928078,0.262259605,0.080017062,0.142424987,-0.112566846,-0.178553859,-0.053431125,-0.275588249,-0.017208759,0.136304588,0.155585972,0.227120017,-0.104103788
sp|Q6P0Q8|MAST2_HUMAN,0.057722419,0.167727509,-0.059188995,0.007771913,0.094516718,-0.142082923,-0.41393748,-0.103968791,0.184268387,0.207171244,-0.016551613,-0.056412763,0.089555426,-0.208634049,-0.043316501,-0.236647983,-0.040065189,0.271465968,0.100904416,0.187198079,-0.047495789
sp|Q6P158|DHX57_HUMAN,0.107761204,0.185689838,-0.089893816,-0.13141945,0.01144818,-0.034668575,-0.356952194,-0.044370635,0.193989904,0.158415543,0.061499663,0.049431765,-0.037718614,-0.070235268,0.01318066,-0.22013599,-0.063492014,0.07927671,0.096773401,0.183881563,-0.092461876
sp|Q6P161|RM54_HUMAN,0.048986551,0.084831354,-0.103211883,-0.138221229,0.003192568,-0.004720727,-0.301401584,-0.029855139,0.246225282,0.194174807,-0.113552948,-0.020626811,0.013340065,-0.014633595,0.177787767,-0.168956939,-0.017578498,-0.008455101,0.096050405,0.129782941,-0.073157286
sp|Q6P1A2|MBOA5_HUMAN,0.117203166,0.22050795,-0.120710779,-0.095660305,-0.020362761,-0.036340746,-0.358118721,-0.105075892,0.153718016,0.24484007,0.07320819,0.052655015,-0.04034726,-0.079676253,0.078552902,-0.212203457,-0.082815579,0.053802453,0.162412268,0.173399878,-0.178988158
sp|Q6P1J9|CDC73_HUMAN,0.099002977,0.176430067,-0.061729424,-0.133015793,-0.057851026,-0.011176301,-0.342273244,-0.076915767,0.21395536,0.193573148,0.056237339,0.061670869,-0.048295121,-0.013208037,0.052903202,-0.1499773,-0.197620534,0.140186163,0.13272405,0.170118863,-0.204739494
sp|Q6P1K1|HRG1_HUMAN,-0.003146269,0.254663093,-0.204637678,-0.23100211,0.087605508,0.047874465,-0.362930462,0.018806168,0.173287872,0.219479412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6P1K2|PMF1_HUMAN,0.045555675,0.143607138,-0.109609439,-0.154357767,-0.085925391,0.041304187,-0.285906545,-0.090756954,0.185761142,0.310327954,0.053823293,-0.027218959,-0.11866815,0.019858143,0.200970687,-0.137568585,-0.16879543,0.022326907,0.118798198,0.193988191,-0.157514295
sp|Q6P1L5|F117B_HUMAN,0.303580372,0.268758048,0.166226193,0.073281644,0.202250238,-0.354664788,-0.446853268,-0.269917772,0.00734305,0.049996283,0.146634369,0.244694954,0.134281444,-0.29161407,-0.283901999,-0.221295548,-0.059033406,0.027929367,0.156474714,0.20366927,-0.057839094
sp|Q6P1L8|RM14_HUMAN,0.016504764,0.186171401,-0.001026189,-0.0155665,-0.039867407,-0.050418022,-0.265577464,-0.125304764,0.14769292,0.14739126,0.170412286,0.074497095,-0.046457598,-0.056029414,-0.006879016,-0.273884548,0.093596314,0.136045894,-0.024948572,0.130039001,-0.19639144
sp|Q6P1M0|S27A4_HUMAN,0.098746713,0.124901544,-0.171558744,-0.217485196,-0.089790267,0.005609818,-0.276907995,-0.063306162,0.261008928,0.328781361,0.060178295,0.039059087,-0.115656021,0.030039704,0.127243959,-0.130087495,-0.135974191,0.062723977,0.05478891,0.168488311,-0.160804536
sp|Q6P1M3|L2GL2_HUMAN,0.100434312,0.162877807,-0.0283076,-0.062928273,0.03667024,-0.096191367,-0.343969897,-0.118556857,0.158199586,0.191772048,0.128979625,0.089978321,-0.049796417,-0.152517036,-0.000600738,-0.279855877,-0.023589657,0.056230992,0.130770712,0.177634099,-0.077234025
sp|Q6P1N0|C2D1A_HUMAN,0.128988998,0.208632763,-0.06051989,-0.076510761,-0.036206459,-0.07148279,-0.374688074,-0.110894808,0.16367939,0.229001632,0.115630253,0.120158242,-0.018640574,-0.081615282,0.016040227,-0.241275866,-0.12823694,0.103795311,0.085659389,0.179084887,-0.150599648
sp|Q6P1N9|TATD1_HUMAN,-0.020845057,0.408620038,-0.183828373,0.023718548,-0.086822865,0.043741473,-0.455634887,-0.050146443,0.000547385,0.32065018,0.065388779,0.057212921,-0.19503359,-0.10506022,-0.03045417,-0.284808634,0.003499524,0.198933918,0.111918493,0.298104392,-0.119701413
sp|Q6P1Q0|LTMD1_HUMAN,0.132092761,0.2002225,-0.093945901,-0.197186033,-0.05758148,0.017069319,-0.250675232,-0.050374826,0.099240305,0.201138588,0.100490711,0.114658838,-0.201376707,-0.049725631,-0.016974618,-0.225191806,-0.122535466,0.171108694,0.141671932,0.224191753,-0.1363177
sp|Q6P1Q9|MET2B_HUMAN,0.113364246,0.162931864,-0.107242943,-0.123154711,-0.069722426,-0.030381944,-0.248673442,-0.119836046,0.199265718,0.223449685,0.014071991,0.035736094,-0.112078613,-0.010203729,0.094527414,-0.177020696,-0.161887739,0.116440509,0.107446228,0.248309914,-0.155341372
sp|Q6P1R4|DUS1L_HUMAN,0.126489207,0.202496203,-0.08408721,-0.100098106,-0.063807654,-0.091711494,-0.371254814,-0.073512229,0.19242417,0.263061928,0.065305069,0.015458617,-0.030248859,-0.11250275,0.036988846,-0.317504104,-0.00663709,0.123133166,0.129731875,0.180626545,-0.084351314
sp|Q6P1S2|CC033_HUMAN,0.112039812,0.177343699,-0.051507425,-0.123992839,-0.005932795,-0.161888314,-0.350428766,-0.188670997,0.134500633,0.458536992,0.120276692,0.100425862,-0.156772265,-0.145382064,-0.098051723,-0.150719624,-0.01692967,0.250130503,0.071423767,0.095757132,-0.070158611
sp|Q6P1X5|TAF2_HUMAN,0.078499453,0.175788502,-0.053807235,-0.125459307,0.025744795,-0.048480476,-0.340619948,-0.06450589,0.150804058,0.202036047,0.065686906,-0.035875458,-0.171419435,-0.092598377,-0.032305252,-0.239477339,0.067549975,0.165628127,0.122557338,0.205408551,-0.055155037
sp|Q6P1X6|CH082_HUMAN,0.197895306,0.183375399,-0.030247652,-0.086758063,0.021629656,-0.092067271,-0.330218595,-0.132130718,0.147369971,0.121151967,0.056906135,0.081879482,-0.097910566,-0.171742908,-0.066117225,-0.20314098,0.042426978,0.11337389,0.135510711,0.203670068,-0.094855586
sp|Q6P2C8|MED27_HUMAN,0.128303915,0.180823987,-0.030470307,-0.126420809,0.032526647,-0.062547638,-0.340087952,-0.150963227,0.184043231,0.184792153,0.080641581,0.032579469,-0.030203764,-0.049603731,0.043343196,-0.160284625,-0.070293371,0.051906492,0.076586827,0.149787315,-0.12445939
sp|Q6P2D0|ZFP1_HUMAN,0.059708033,0.134243663,-0.154965518,-0.100501166,-0.04551209,0.030982634,-0.232475826,-0.162464506,0.226793698,0.244191078,0.126923287,0.065988334,-0.087466076,-0.085058725,-0.043528496,-0.12050424,-0.035444127,0.072044151,0.008893588,0.219105189,-0.120952885
sp|Q6P2E9|EDC4_HUMAN,0.125443632,0.192061639,-0.031889413,-0.04570141,0.046205242,-0.08205266,-0.348055405,-0.118023245,0.125836391,0.136175228,0.099928554,0.108269509,-0.050171017,-0.184693151,-0.001655343,-0.228107508,-0.001571099,0.016419065,0.103693407,0.176227383,-0.0383398
sp|Q6P2H3|CEP85_HUMAN,0.054493044,0.165302116,-0.104768152,-0.146793705,-0.123067613,0.014413912,-0.227645614,-0.062386664,0.185073584,0.24537909,-0.034902738,-0.007979718,-0.152643845,-0.052441697,-0.071018082,-0.09988838,-0.180052336,0.007624096,0.252183767,0.0918343,0.247284634
sp|Q6P2H8|TMM53_HUMAN,0.072180836,0.086606585,-0.107095498,-0.168917513,0.014453184,-0.076455358,-0.239847488,-0.061309605,0.20547689,0.274907968,0.023844889,0.068066128,0.060158268,0.037061745,0.038552241,-0.043908931,-0.338562994,0.013094763,0.085397372,0.301739442,-0.245442925
sp|Q6P2P2|ANM9_HUMAN,0.078052529,0.180627179,-0.037924257,-0.063534266,0.032583601,-0.064804191,-0.38006377,-0.113642799,0.165645289,0.203060684,0.053052409,-0.016359857,-0.077444029,-0.111060548,-0.004840332,-0.308523796,0.141730141,0.067957176,0.165379134,0.134630695,-0.044520994
sp|Q6P2Q9|PRP8_HUMAN,0.191491543,0.189718343,-0.033900675,-0.141391353,-0.011478489,-0.086030028,-0.372318534,-0.116320079,0.196069689,0.184159582,0.10082822,0.113364866,-0.063107977,-0.050511265,0.047256652,-0.204590517,-0.152002844,0.077691415,0.133596369,0.176881173,-0.179406092
sp|Q6P3S6|FBX42_HUMAN,0.026247722,0.033578401,-0.103687349,-0.163082149,0.047781285,-0.022547892,-0.279382802,-0.023099787,0.272176958,0.212015612,-0.053547134,-0.00344753,0.031537365,0.022423119,0.06436645,-0.160835068,-0.08537274,-0.027393597,0.041943923,0.27599811,-0.105672898
sp|Q6P3W2|DJC24_HUMAN,-0.368994237,-0.011658415,-0.046441464,0.0258274,-0.064546046,-0.306644822,0.017523979,-0.186118539,0.349944424,0.59110772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q6P3W7|SCYL2_HUMAN,0.144965764,0.221055104,-0.061229567,-0.104429339,0.053548353,-0.092813139,-0.430707686,-0.178404023,0.20912999,0.238884543,0.085325174,0.084674911,-0.060630987,-0.165965154,0.008231766,-0.231162526,-0.105047376,0.12337611,0.152353837,0.207981833,-0.099137588
sp|Q6P3X3|TTC27_HUMAN,0.136111918,0.155294782,-0.070326141,-0.167778887,-0.064556003,-0.066418482,-0.316877842,-0.085387483,0.244709157,0.235228982,0.038917652,-0.058726807,-0.145612208,-0.1519124,0.05010021,-0.325556651,0.091738291,0.093683127,0.095408335,0.188549188,0.123411262
sp|Q6P4A7|SFXN4_HUMAN,0.125055721,0.186750046,-0.107007792,-0.089486235,0.004647366,-0.04055683,-0.349879139,-0.082271637,0.177597801,0.175150699,0.087261413,0.110136724,-0.078360755,-0.003035539,0.018142635,-0.200049967,-0.078833061,0.074270537,0.082176028,0.148347075,-0.160055089
sp|Q6P4E1|CASC4_HUMAN,0.232686728,0.236863051,-0.045620151,-0.109954622,0.06649864,-0.084953418,-0.456364623,-0.149536674,0.12243739,0.18794368,0.045419114,0.027886338,0.00870879,-0.177218546,0.110503175,-0.142141656,-0.090543182,0.075812754,0.166512117,0.184162807,-0.209101712
sp|Q6P4F2|FDX2_HUMAN,0.164812581,0.302035494,-0.091508223,0.081949005,-0.030052046,-0.026078212,-0.25677258,-0.377958124,0.191516587,0.042055516,0.021611113,0.022267508,-0.063462821,-0.003350212,0.073624091,-0.25412385,0.029880407,0.100489239,-0.096827056,0.235466711,-0.065575129
sp|Q6P4F7|RHGBA_HUMAN,0.023073007,0.003013051,-0.17297986,-0.245010095,-0.129962716,-0.055138865,-0.109121925,-0.072512157,0.510666869,0.247972692,0.124528089,-0.054031942,-0.202010215,0.10281247,0.097005683,-0.200267064,-0.213897849,0.261468331,-0.011726259,0.148840604,-0.052721847
sp|Q6P4H8|ACKMT_HUMAN,0.086703042,0.106209082,-0.061064504,-0.117032121,-0.012098916,0.010616896,-0.368757264,0.001169778,0.147666955,0.206587051,-0.071609808,0.00320924,-0.207615225,-0.07696665,0.039900069,-0.081694425,-0.016235475,-0.029207442,0.131938618,0.306184032,0.002097066
sp|Q6P4I2|WDR73_HUMAN,0.036920158,0.101661713,-0.110163747,-0.140722971,-0.040013336,0.024758501,-0.253641068,-0.079014501,0.20219365,0.258021599,0.173727936,-0.096800743,-0.031097622,0.103607481,-0.108505862,-0.260814314,0.167485834,0.115601604,0.027885103,0.100652319,-0.191741736
